emp_no,first_name,last_name,title,from_date,to_date,hire_date
434998,Sedat,Pagter,Senior Staff,1998-05-03,9999-01-01,1985-05-05
435006,Panayotis,Thisen,Senior Engineer,2001-06-24,9999-01-01,1985-02-05
435025,Guther,Terwilliger,Senior Engineer,1987-06-04,9999-01-01,1985-04-22
435040,Shaowen,Otillio,Senior Staff,1991-11-13,9999-01-01,1985-11-13
435047,Danco,Hiyoshi,Senior Engineer,1990-05-25,9999-01-01,1985-05-25
435049,Yishai,Pena,Senior Staff,1985-11-07,9999-01-01,1985-11-07
435091,Kitty,Boguraev,Senior Engineer,1992-12-16,9999-01-01,1985-06-12
435111,Gully,Khasidashvili,Senior Staff,1986-07-31,9999-01-01,1985-06-06
435126,Zeydy,Bernardeschi,Senior Staff,2002-04-17,9999-01-01,1985-07-04
435135,Anoosh,Keirsey,Engineer,1998-09-27,9999-01-01,1985-06-28
435141,Xudong,Petersohn,Senior Staff,1994-05-28,9999-01-01,1985-05-28
435151,Venkatesan,Hardjono,Technique Leader,1986-09-12,9999-01-01,1985-08-03
435165,Freyja,Coors,Senior Engineer,1989-04-09,9999-01-01,1985-04-14
435177,Zongyan,Barinka,Senior Staff,1999-08-07,9999-01-01,1985-09-28
435216,Poornachandra,Hoppenstand,Senior Staff,2000-10-28,9999-01-01,1985-12-16
435225,Hatim,Zuberek,Senior Engineer,2001-12-09,9999-01-01,1985-11-26
435237,Ugo,Worfolk,Senior Staff,1998-07-26,9999-01-01,1985-04-15
435242,Dipankar,Heping,Technique Leader,1985-06-25,9999-01-01,1985-06-25
435250,George,Markovitch,Senior Engineer,1997-04-24,9999-01-01,1985-04-25
435283,Naftali,Lieblein,Senior Engineer,1994-12-08,9999-01-01,1985-08-21
435312,Hatsukazu,Kisuki,Senior Engineer,1990-03-13,9999-01-01,1985-03-13
435320,Tsz,Hutter,Senior Engineer,1996-12-27,9999-01-01,1985-02-09
435326,Subir,Bonifati,Senior Staff,1991-09-07,9999-01-01,1985-09-07
435339,Jackson,Kossowski,Engineer,1998-08-04,9999-01-01,1985-07-15
435345,Karoline,Murtafg,Senior Engineer,1992-03-02,9999-01-01,1985-03-02
435359,Zhonghui,Serov,Senior Engineer,1996-03-28,9999-01-01,1985-08-22
435361,Alagu,Pettey,Senior Staff,2002-01-16,9999-01-01,1985-02-21
435362,Aluzio,Munoz,Staff,1998-07-31,9999-01-01,1985-02-22
435363,Hitofumi,Schrooten,Senior Staff,1991-08-10,9999-01-01,1985-03-04
435371,Ramalingam,Lamma,Staff,1999-06-21,9999-01-01,1985-04-22
435377,Mostafa,Porenta,Senior Engineer,1992-10-25,9999-01-01,1985-10-25
435384,Kwangyoen,Kalefeld,Engineer,2001-04-21,9999-01-01,1985-05-02
435385,Zhanqiu,Rodham,Senior Staff,1991-05-11,9999-01-01,1985-05-11
435394,Babette,Vesna,Senior Engineer,1999-10-31,9999-01-01,1985-10-30
435402,Kiyomitsu,Gammage,Staff,2000-01-11,9999-01-01,1985-03-17
435415,Yuuichi,Reinhard,Senior Staff,1994-09-17,9999-01-01,1985-09-17
435435,Qingxiang,Piancastelli,Senior Staff,1990-02-25,9999-01-01,1985-02-25
435458,Koldo,Muntz,Senior Engineer,1999-09-12,9999-01-01,1985-12-12
435461,Vishu,Stavenow,Senior Staff,1994-09-24,9999-01-01,1985-09-24
435463,Selwyn,Randi,Senior Staff,1990-11-10,9999-01-01,1985-11-10
435467,Duke,Lodder,Senior Staff,1993-11-09,9999-01-01,1985-11-09
435480,Moss,Ventosa,Senior Engineer,1991-02-03,9999-01-01,1985-02-03
435488,Younwoo,Smeets,Engineer,1994-03-04,9999-01-01,1985-03-27
435501,Mara,Uehara,Senior Staff,1993-10-12,9999-01-01,1985-08-05
435508,Constantino,Dulay,Senior Engineer,1994-05-19,9999-01-01,1985-05-19
435512,Yakkov,Orsini,Senior Engineer,1999-10-18,9999-01-01,1985-05-26
435520,Tua,Pluym,Senior Staff,1992-02-23,9999-01-01,1985-02-19
435533,Stein,Giarratana,Engineer,1999-01-06,9999-01-01,1985-08-19
435542,Kristinn,Fetvedt,Staff,1999-01-13,9999-01-01,1985-07-04
435547,Renee,Kaelbling,Staff,1998-02-28,9999-01-01,1985-08-23
435555,Along,Cairo,Staff,1995-11-30,9999-01-01,1985-05-09
435576,Urs,Felder,Senior Engineer,1995-09-03,9999-01-01,1985-11-26
435584,Kien,Sinicrope,Senior Staff,1994-02-28,9999-01-01,1985-11-14
435585,Shalesh,Dredge,Senior Staff,1993-09-26,9999-01-01,1985-09-26
435594,Hugo,Ravishankar,Senior Staff,1991-01-15,9999-01-01,1985-12-16
435603,Nathalie,Fraisse,Senior Staff,1990-09-10,9999-01-01,1985-09-10
435609,Nadjib,Shrader,Senior Staff,1985-06-02,9999-01-01,1985-06-02
435611,Fabrizio,Shokrollahi,Senior Engineer,1991-08-28,9999-01-01,1985-08-28
435627,Lena,Verhoeff,Engineer,1998-02-06,9999-01-01,1985-06-09
435632,Snehasis,Bernardeschi,Engineer,1995-10-23,9999-01-01,1985-04-04
435639,Shaibal,Lodder,Staff,1999-06-13,9999-01-01,1985-10-06
435643,Rasiah,Selenyi,Engineer,1997-12-13,9999-01-01,1985-08-10
435648,Dipankar,Coorg,Senior Engineer,1993-11-12,9999-01-01,1985-11-12
435675,Stella,Schaar,Senior Staff,1985-03-01,9999-01-01,1985-03-01
435697,Miquel,McDermid,Senior Engineer,1992-03-23,9999-01-01,1985-03-23
435701,Aris,Demir,Senior Engineer,1990-10-07,9999-01-01,1985-10-07
435705,Siamak,Sridhar,Senior Engineer,1990-05-08,9999-01-01,1985-05-08
435709,Katsuo,Jakobus,Senior Engineer,1992-12-31,9999-01-01,1985-12-31
435718,Danae,Stanfel,Senior Engineer,1992-11-07,9999-01-01,1985-11-07
435724,Parke,Gruenwald,Engineer,1995-09-07,9999-01-01,1985-10-24
435726,JoAnna,Kermarrec,Staff,1997-05-21,9999-01-01,1985-05-23
435739,Demin,Dymetman,Engineer,1998-11-21,9999-01-01,1985-07-19
435740,Fan,Vrecion,Technique Leader,1995-01-25,9999-01-01,1985-08-11
435752,Demos,Rosch,Technique Leader,1996-01-07,9999-01-01,1985-10-15
435757,Eran,Ossenbruggen,Senior Engineer,1994-09-18,9999-01-01,1985-09-18
435773,Almudena,Kulisch,Senior Engineer,1985-03-17,9999-01-01,1985-03-17
435776,Adam,Sadowsky,Senior Engineer,1992-07-04,9999-01-01,1985-07-04
435783,Guozhong,Ghazalie,Senior Engineer,1992-12-04,9999-01-01,1985-12-04
435793,Vincent,Nilsson,Senior Engineer,1985-07-19,9999-01-01,1985-07-19
435800,Palash,Chiola,Senior Staff,1985-05-05,9999-01-01,1985-05-05
435820,Kellie,Heijenga,Senior Staff,1993-11-14,9999-01-01,1985-12-17
435823,Alejandra,Pezzoli,Senior Staff,1993-11-26,9999-01-01,1985-11-26
435827,Shimshon,Weisert,Senior Engineer,1998-04-21,9999-01-01,1985-06-01
435828,Khue,Paludetto,Senior Engineer,1993-07-06,9999-01-01,1985-07-06
435836,Basil,Delgrande,Senior Staff,1994-01-12,9999-01-01,1985-02-08
435842,Nigel,Wroclawski,Senior Staff,1992-12-26,9999-01-01,1985-12-26
435848,Fay,Swiss,Senior Engineer,1991-03-01,9999-01-01,1985-03-01
435856,Yurij,Morrow,Senior Staff,1997-07-17,9999-01-01,1985-03-05
435868,Oddvar,Kuzuoka,Staff,1995-05-19,9999-01-01,1985-07-07
435875,Phillip,Nishimukai,Senior Engineer,2002-01-07,9999-01-01,1985-12-27
435879,Margo,Weisert,Senior Staff,1993-07-16,9999-01-01,1985-07-16
435883,Jiann,Moffat,Staff,1995-11-07,9999-01-01,1985-05-03
435890,Bogdan,Demian,Senior Engineer,1993-05-14,9999-01-01,1985-05-14
435891,Sachin,Cmelik,Senior Staff,1998-02-07,9999-01-01,1985-10-08
435893,Charlene,Byoun,Engineer,1999-09-04,9999-01-01,1985-06-10
435907,Rosella,Rossi,Senior Engineer,2001-05-27,9999-01-01,1985-10-23
435916,Cullen,Murtha,Senior Engineer,1991-03-02,9999-01-01,1985-03-02
435930,Stamatina,Haddadi,Senior Staff,1990-02-15,9999-01-01,1985-06-22
435949,Aron,Zhang,Senior Engineer,1993-05-20,9999-01-01,1985-05-20
435959,Irene,Conti,Senior Engineer,1997-02-28,9999-01-01,1985-03-01
435983,Limsoon,Khasidashvili,Senior Staff,1994-03-22,9999-01-01,1985-10-27
436013,Lillian,Shanbhogue,Senior Staff,1993-11-24,9999-01-01,1985-11-24
436014,Guadalupe,Masamoto,Engineer,1998-11-25,9999-01-01,1985-08-30
436015,Randi,Maierhofer,Technique Leader,1998-03-25,9999-01-01,1985-03-07
436031,Jaques,Schmezko,Senior Engineer,1990-11-25,9999-01-01,1985-11-25
436041,Tsvetan,Dredge,Senior Engineer,1990-11-28,9999-01-01,1985-11-28
436059,Thanasis,Pellegrinelli,Senior Engineer,1992-06-03,9999-01-01,1985-05-09
436061,Ekawit,Ressouche,Senior Engineer,1998-12-03,9999-01-01,1985-08-12
436063,Youssef,Dredge,Senior Staff,1990-02-20,9999-01-01,1985-02-20
436069,Xumin,Spieker,Senior Engineer,1992-10-30,9999-01-01,1985-10-30
436077,Mabo,Macedo,Senior Staff,1991-02-11,9999-01-01,1985-02-11
436090,Barna,Calkin,Senior Staff,2001-06-04,9999-01-01,1985-10-04
436097,Hairong,Remmele,Senior Staff,1990-10-26,9999-01-01,1985-10-26
436100,Phuoc,Malinowski,Senior Staff,1992-05-14,9999-01-01,1985-05-14
436115,Rimon,Porotnikoff,Senior Engineer,1992-07-15,9999-01-01,1985-07-15
436118,Khalid,Demeyer,Senior Engineer,1992-12-02,9999-01-01,1985-12-02
436127,Frazer,Ranze,Senior Staff,1993-03-04,9999-01-01,1985-03-04
436131,Leszek,Raoux,Senior Engineer,1995-02-27,9999-01-01,1985-02-27
436144,Mark,Morrow,Senior Engineer,1992-07-20,9999-01-01,1985-07-20
436156,Nectarios,Benaini,Assistant Engineer,1999-11-18,9999-01-01,1985-04-11
436158,Shrikanth,Peck,Senior Engineer,1992-06-04,9999-01-01,1985-06-04
436209,Manton,Kermarrec,Senior Engineer,1998-09-26,9999-01-01,1985-09-02
436218,Gladys,Bergere,Engineer,1996-07-01,9999-01-01,1985-04-19
436234,Huei,Rebaine,Senior Engineer,1990-10-08,9999-01-01,1985-10-08
436274,Danae,Mahmud,Senior Staff,1991-06-06,9999-01-01,1985-06-06
436278,Huan,Preusig,Senior Engineer,1993-03-25,9999-01-01,1985-02-09
436301,Adel,Sidhu,Senior Engineer,1991-06-13,9999-01-01,1985-06-13
436302,Ymte,Schurmann,Senior Staff,1991-03-17,9999-01-01,1985-03-17
436307,Parke,Sambasivam,Senior Engineer,1985-11-18,9999-01-01,1985-11-18
436358,Parviz,Perelgut,Senior Engineer,1992-08-27,9999-01-01,1985-08-27
436371,Nathalie,Ibel,Senior Engineer,1999-12-17,9999-01-01,1985-07-18
436381,Toong,Broomell,Senior Staff,1991-11-22,9999-01-01,1985-11-22
436389,Jiann,Ratnakar,Technique Leader,1985-08-08,9999-01-01,1985-08-08
436392,Jaideep,Keohane,Senior Staff,1991-03-18,9999-01-01,1985-03-18
436401,Iara,Fargier,Senior Staff,2002-06-14,9999-01-01,1985-06-09
436419,Randi,Schapiro,Senior Staff,1993-07-01,9999-01-01,1985-07-01
436420,Tremaine,Jullig,Senior Engineer,1991-02-12,9999-01-01,1985-02-12
436433,Ibibia,Morrow,Senior Engineer,1993-12-17,9999-01-01,1985-12-17
436444,Bikash,Monarch,Technique Leader,1985-12-24,9999-01-01,1985-12-24
436447,Jiakeng,Nollmann,Senior Engineer,1991-07-11,9999-01-01,1985-07-11
436451,Kasturi,Penz,Senior Engineer,1994-08-07,9999-01-01,1985-10-16
436457,Wilmer,Deville,Staff,1999-08-12,9999-01-01,1985-03-07
436470,Satoru,Greibach,Senior Engineer,2000-08-01,9999-01-01,1985-09-25
436487,Yonghoan,Botman,Senior Staff,1985-03-01,9999-01-01,1985-03-01
436511,Masoud,Pettey,Staff,1998-06-24,9999-01-01,1985-12-23
436527,Ugo,Muntz,Senior Staff,1993-09-22,9999-01-01,1985-09-22
436528,Takanari,Matzen,Engineer,1996-11-18,9999-01-01,1985-08-06
436585,Adib,Pargas,Senior Staff,1994-03-12,9999-01-01,1985-03-12
436597,Junsik,Staudhammer,Senior Engineer,1991-05-05,9999-01-01,1985-05-05
436599,Parke,Zhang,Staff,1998-08-31,9999-01-01,1985-07-10
436615,Jolita,Lortz,Engineer,1997-04-24,9999-01-01,1985-08-29
436627,Josyula,Krzyzanowski,Senior Engineer,2000-05-03,9999-01-01,1985-12-08
436639,Lidong,Krogh,Technique Leader,1990-03-02,9999-01-01,1985-04-19
436656,Rimon,Joslin,Engineer,1996-12-25,9999-01-01,1985-09-25
436662,Mingzeng,Versino,Technique Leader,1988-08-21,9999-01-01,1985-11-20
436663,Ramya,Fordan,Senior Engineer,1992-07-11,9999-01-01,1985-07-11
436672,Hyuckchul,Antonakopoulos,Engineer,1998-01-04,9999-01-01,1985-10-30
436678,Shawna,Moffat,Senior Engineer,1997-02-25,9999-01-01,1985-02-26
436693,JoAnna,Sherertz,Senior Staff,2001-12-23,9999-01-01,1985-12-04
436694,Katsuo,Rothe,Senior Engineer,1995-05-22,9999-01-01,1985-05-22
436714,Gill,Lores,Senior Engineer,1999-04-22,9999-01-01,1985-10-11
436722,Douadi,Hitomi,Senior Engineer,1992-03-18,9999-01-01,1985-09-11
436724,Feixiong,Narwekar,Staff,1999-05-31,9999-01-01,1985-06-19
436765,Xiaobin,Petereit,Senior Engineer,1990-02-19,9999-01-01,1985-08-08
436778,Fuqing,Stenning,Senior Engineer,1991-05-25,9999-01-01,1985-05-25
436801,Arumugam,Daescu,Senior Engineer,1990-03-28,9999-01-01,1985-03-28
436829,Avishai,Denna,Technique Leader,1985-09-08,9999-01-01,1985-09-08
436851,Khoa,Etalle,Senior Engineer,1998-07-19,9999-01-01,1985-11-21
436865,Xiong,Gischer,Senior Staff,1989-01-01,9999-01-01,1985-05-30
436869,Billie,Barinka,Senior Engineer,1992-11-18,9999-01-01,1985-10-22
436873,Dinkar,Hofmeyr,Senior Engineer,1999-01-27,9999-01-01,1985-05-27
436878,Piyawadee,Reistad,Assistant Engineer,1996-09-08,9999-01-01,1985-07-23
436917,Idoia,Maksimenko,Senior Engineer,1993-05-20,9999-01-01,1985-09-07
436918,Sadun,Domenig,Technique Leader,1985-04-15,9999-01-01,1985-04-15
436919,Persi,Weedman,Senior Engineer,1985-09-02,9999-01-01,1985-09-02
436924,Ishfaq,Nyanchama,Engineer,1996-03-22,9999-01-01,1985-06-16
436945,Anestis,Luiz,Senior Engineer,1994-08-03,9999-01-01,1985-03-22
436951,Sadok,Braccini,Staff,1995-04-29,9999-01-01,1985-12-21
436973,Muzhong,Dulin,Staff,1999-11-21,9999-01-01,1985-07-15
436981,Satoru,Champarnaud,Senior Engineer,1990-01-22,9999-01-01,1985-11-12
436991,Nikolaos,Ratnakar,Senior Engineer,1994-08-17,9999-01-01,1985-08-17
437012,Yongqiao,Strehl,Senior Staff,1992-05-21,9999-01-01,1985-05-21
437018,Shigeaki,Schieder,Senior Engineer,1994-11-21,9999-01-01,1985-11-21
437020,Christophe,Picht,Senior Staff,1995-10-22,9999-01-01,1985-09-18
437033,Gregory,Tsunoo,Senior Engineer,2001-04-27,9999-01-01,1985-05-15
437039,Kaijung,Godskesen,Senior Staff,1990-11-20,9999-01-01,1985-11-20
437041,Tokuyasu,Danner,Assistant Engineer,1998-06-16,9999-01-01,1985-11-24
437044,Maria,Cooman,Senior Engineer,1985-02-16,9999-01-01,1985-02-16
437045,Bojan,Yamaashi,Senior Engineer,1992-05-30,9999-01-01,1985-05-30
437067,Yechiam,Prampolini,Technique Leader,1985-08-01,9999-01-01,1985-08-01
437078,Sugwoo,Shihab,Engineer,1996-12-19,9999-01-01,1985-09-10
437093,Otmar,Barvinok,Technique Leader,1991-01-06,9999-01-01,1985-12-23
437101,Ramachenga,Birrer,Senior Staff,1985-12-01,9999-01-01,1985-12-01
437118,Gadiel,Sambasivam,Senior Engineer,1985-06-04,9999-01-01,1985-04-23
437119,Gaurav,Muhlberg,Senior Staff,1992-03-31,9999-01-01,1985-03-31
437120,Valeri,Tagansky,Technique Leader,1997-12-12,9999-01-01,1985-09-14
437129,Shuho,Suessmith,Senior Engineer,1990-06-23,9999-01-01,1985-06-23
437135,Valdiodio,Covnot,Technique Leader,1991-08-15,9999-01-01,1985-10-28
437141,Makato,Gruenwald,Senior Engineer,1990-06-18,9999-01-01,1985-06-18
437164,Janche,Rodite,Senior Staff,1993-05-04,9999-01-01,1985-05-04
437166,Gennady,Ariola,Senior Engineer,1999-02-24,9999-01-01,1985-02-23
437171,Zhonghui,Einsfeld,Senior Engineer,1985-04-19,9999-01-01,1985-04-19
437182,Shigeaki,Vecchio,Senior Staff,1990-03-29,9999-01-01,1985-03-29
437183,Florian,Baba,Senior Staff,1985-10-18,9999-01-01,1985-10-18
437230,Theirry,Erie,Senior Staff,1994-03-26,9999-01-01,1985-03-26
437234,Gil,Sgarro,Senior Staff,1993-11-02,9999-01-01,1985-08-15
437237,Kokou,Coney,Senior Staff,1994-11-16,9999-01-01,1985-11-16
437242,Sachin,Schonegge,Engineer,1997-06-22,9999-01-01,1985-04-28
437244,Hyuncheol,Krogh,Staff,1998-05-03,9999-01-01,1985-12-16
437246,Chaosheng,Ozeki,Senior Engineer,1994-03-02,9999-01-01,1985-03-02
437266,Mack,Biran,Engineer,1995-06-14,9999-01-01,1985-07-25
437275,Bernice,Esposito,Engineer,2001-07-05,9999-01-01,1985-02-19
437291,Arco,Cromarty,Senior Engineer,1999-05-25,9999-01-01,1985-05-23
437295,Shao,Solovay,Senior Staff,1985-02-27,9999-01-01,1985-02-27
437298,Van,Msuda,Senior Staff,1990-12-01,9999-01-01,1985-12-01
437303,Duro,Warwick,Senior Staff,1994-05-26,9999-01-01,1985-05-26
437318,Youngkon,Crouzet,Technique Leader,1985-10-15,9999-01-01,1985-02-18
437319,Bodo,Cochrane,Staff,1999-07-17,9999-01-01,1985-05-13
437322,Ranga,Pettit,Senior Engineer,1993-04-27,9999-01-01,1985-04-27
437337,Marko,Klassen,Staff,1994-10-25,9999-01-01,1985-10-28
437360,Kousuke,Impagliazzo,Senior Engineer,1994-04-20,9999-01-01,1985-09-21
437365,Yongmao,Perly,Senior Staff,1985-10-02,9999-01-01,1985-10-02
437382,Taisook,Georg,Senior Engineer,1990-07-12,9999-01-01,1985-07-12
437395,Sumant,Thambidurai,Senior Staff,2000-01-02,9999-01-01,1985-08-09
437412,Shahab,Shinomoto,Senior Staff,1989-01-05,9999-01-01,1985-09-18
437413,Yurii,Gaughan,Senior Staff,2000-04-17,9999-01-01,1985-06-18
437445,Hitofumi,Fairtlough,Senior Staff,1994-12-14,9999-01-01,1985-12-14
437455,Nikolaos,Marwedel,Senior Engineer,1988-01-22,9999-01-01,1985-04-19
437459,Bernt,Cummings,Senior Staff,1993-07-20,9999-01-01,1985-07-20
437464,Rosli,Puppe,Senior Staff,1994-04-20,9999-01-01,1985-04-08
437494,Atilio,Usdin,Staff,1998-05-31,9999-01-01,1985-03-15
437502,Naftali,Schreiter,Senior Engineer,1991-04-23,9999-01-01,1985-04-23
437507,Hiroyasu,Stasinski,Senior Engineer,1999-07-15,9999-01-01,1985-09-18
437510,Satyanarayana,Kermarrec,Technique Leader,1998-09-06,9999-01-01,1985-03-16
437514,Giap,Pettey,Senior Engineer,1996-05-02,9999-01-01,1985-09-16
437522,Denny,Stroustrup,Senior Staff,1990-11-02,9999-01-01,1985-11-02
437533,Domenick,Whittlesey,Senior Engineer,1990-12-17,9999-01-01,1985-12-17
437535,Moriyoshi,Mawatari,Senior Engineer,1997-09-13,9999-01-01,1985-11-06
437548,Suebskul,Luby,Senior Staff,1992-05-31,9999-01-01,1985-05-31
437560,Shaz,Tasistro,Engineer,1998-12-06,9999-01-01,1985-10-21
437572,Stella,Ghelli,Senior Engineer,1996-06-24,9999-01-01,1985-06-02
437577,Mayumi,Lichtman,Technique Leader,1999-04-10,9999-01-01,1985-12-26
437603,Poornachandra,Lemarechal,Senior Staff,1985-03-27,9999-01-01,1985-03-27
437624,Xudong,Alpin,Engineer,1999-05-07,9999-01-01,1985-03-27
437630,Fay,Suermann,Senior Engineer,1997-06-14,9999-01-01,1985-04-22
437644,Ekawit,Koblitz,Senior Engineer,1992-07-13,9999-01-01,1985-07-13
437653,Berhard,Eastman,Senior Engineer,1985-05-19,9999-01-01,1985-05-19
437670,Zijian,Raoux,Senior Staff,1999-08-29,9999-01-01,1985-04-29
437677,Honesty,Kading,Engineer,1994-02-05,9999-01-01,1985-09-09
437679,Boutros,Linares,Senior Engineer,1990-07-29,9999-01-01,1985-07-29
437693,Ramalingam,Schlenzig,Senior Engineer,1996-08-23,9999-01-01,1985-08-13
437699,Nathalie,Antonakopoulos,Technique Leader,1987-07-28,9999-01-01,1985-04-13
437706,Shen,Swick,Engineer,1995-11-07,9999-01-01,1985-07-15
437709,Mototsugu,Baaz,Senior Staff,1993-02-05,9999-01-01,1985-02-05
437713,Munenori,Shackel,Senior Staff,1991-12-01,9999-01-01,1985-12-01
437722,Shao,Tiemann,Engineer,1999-07-21,9999-01-01,1985-05-21
437734,Sergi,Staudhammer,Senior Staff,1990-03-15,9999-01-01,1985-03-15
437735,Taiji,Veldwijk,Senior Engineer,1993-06-22,9999-01-01,1985-06-22
437736,Valeska,Lieberherr,Senior Staff,1992-04-20,9999-01-01,1985-04-20
437757,Sukumar,Koshino,Senior Engineer,2002-05-26,9999-01-01,1985-03-15
437773,Lobel,Scallan,Senior Engineer,1990-10-09,9999-01-01,1985-06-18
437780,Stella,Sethi,Senior Engineer,1992-03-30,9999-01-01,1985-03-30
437786,Masasuke,Conta,Senior Engineer,1998-11-04,9999-01-01,1985-08-07
437795,Aloke,Manders,Senior Staff,1998-03-06,9999-01-01,1985-03-03
437830,Bezalel,Plotkin,Senior Staff,1985-02-20,9999-01-01,1985-02-20
437846,Yaghout,Ramsay,Senior Engineer,2000-08-05,9999-01-01,1985-07-17
437852,Mingsen,Maliniak,Engineer,1996-01-17,9999-01-01,1985-02-12
437893,Jianhui,Perna,Senior Engineer,1991-11-17,9999-01-01,1985-08-04
437895,Kristen,Kavanagh,Technique Leader,1985-09-04,9999-01-01,1985-09-04
437904,Mokhtar,Kropf,Senior Engineer,1997-08-04,9999-01-01,1985-08-05
437915,Katsuo,Kroon,Technique Leader,1991-01-09,9999-01-01,1985-12-14
437947,Arumugam,Muhlberg,Senior Engineer,1991-02-08,9999-01-01,1985-05-10
437960,DeForest,Remmele,Senior Staff,1985-07-20,9999-01-01,1985-07-20
437971,Adil,Litecky,Senior Engineer,1995-05-10,9999-01-01,1985-05-10
437979,Sivanarayana,Luft,Senior Engineer,1997-06-02,9999-01-01,1985-05-14
437995,Uli,Hatcliff,Senior Staff,1994-03-30,9999-01-01,1985-09-02
438001,Danel,Conta,Senior Staff,1997-07-29,9999-01-01,1985-10-11
438006,Billie,Feinberg,Senior Engineer,1992-11-04,9999-01-01,1985-11-04
438022,Roddy,Rosch,Technique Leader,1985-07-10,9999-01-01,1985-07-10
438056,Froduald,McClure,Senior Engineer,1992-05-22,9999-01-01,1985-05-22
438074,Idoia,Kitsuregawa,Senior Engineer,1999-06-11,9999-01-01,1985-04-05
438076,Parke,Staylopatis,Senior Staff,2001-06-19,9999-01-01,1985-02-20
438091,Jaques,Taneja,Senior Engineer,1987-07-06,9999-01-01,1985-09-09
438105,Shen,Montemayor,Senior Engineer,1992-05-04,9999-01-01,1985-05-04
438109,Masato,Kadhim,Senior Staff,1986-02-15,9999-01-01,1985-03-27
438114,Sachem,Bednarek,Senior Staff,1994-05-02,9999-01-01,1985-03-03
438117,Dinah,Bierman,Senior Staff,1992-06-25,9999-01-01,1985-06-25
438120,Kazuhisa,Swen,Technique Leader,1991-10-06,9999-01-01,1985-04-04
438122,Guozhong,Baba,Senior Engineer,1995-10-23,9999-01-01,1985-11-26
438140,Patricia,Kirkerud,Engineer,1997-12-13,9999-01-01,1985-06-14
438152,Frazer,Mahnke,Senior Engineer,1990-07-20,9999-01-01,1985-07-20
438160,Rayond,Pagter,Staff,1997-12-27,9999-01-01,1985-06-03
438161,Shigeu,Ashish,Senior Staff,1990-11-16,9999-01-01,1985-11-16
438166,Chuanti,Mullainathan,Engineer,1999-07-29,9999-01-01,1985-07-25
438171,Oguz,Engberts,Senior Staff,1992-02-12,9999-01-01,1985-02-11
438192,Keiichiro,Showalter,Senior Staff,1993-08-23,9999-01-01,1985-08-23
438193,Martial,Chandrasekhar,Senior Engineer,1994-06-03,9999-01-01,1985-04-22
438204,Debatosh,Radhakrishnan,Senior Staff,1985-12-14,9999-01-01,1985-12-14
438209,Lene,Feinberg,Senior Staff,1992-09-30,9999-01-01,1985-09-30
438222,Herbert,Daescu,Senior Engineer,1993-07-24,9999-01-01,1985-03-04
438226,Guiseppe,Comte,Senior Engineer,1992-05-10,9999-01-01,1985-05-10
438234,Barun,Ratnaker,Senior Staff,1998-03-17,9999-01-01,1985-03-11
438247,Gaurav,Erdmenger,Senior Engineer,1994-06-27,9999-01-01,1985-04-06
438262,Giao,Pauthner,Senior Engineer,1994-12-19,9999-01-01,1985-12-19
438266,Marjo,Gecsei,Staff,1996-06-16,9999-01-01,1985-10-25
438283,Jaber,Jenevein,Engineer,1999-09-15,9999-01-01,1985-02-10
438288,Kshitij,Riesenhuber,Engineer,1997-01-01,9999-01-01,1985-09-18
438298,Elrique,Asrin,Senior Engineer,1985-08-09,9999-01-01,1985-08-09
438313,Sugwoo,Birke,Senior Staff,1993-03-09,9999-01-01,1985-03-09
438318,Saeed,Munawer,Staff,1997-01-13,9999-01-01,1985-03-08
438321,Basim,Skrikant,Staff,1996-07-19,9999-01-01,1985-02-25
438322,Oksana,Back,Technique Leader,1985-09-29,9999-01-01,1985-09-29
438338,Gritta,Ratzlaff,Senior Engineer,1992-07-26,9999-01-01,1985-07-26
438353,Frazer,Pearson,Senior Staff,1993-03-11,9999-01-01,1985-03-11
438360,Hausi,Katiyar,Staff,1999-11-29,9999-01-01,1985-07-15
438364,Jaewon,Himler,Technique Leader,1985-02-15,9999-01-01,1985-02-15
438366,Yechezkel,Gubsky,Senior Engineer,1994-11-07,9999-01-01,1985-11-07
438370,Kasturi,Neiman,Senior Staff,1986-04-01,9999-01-01,1985-11-30
438385,Kazuhisa,Zhiwei,Senior Staff,1990-04-27,9999-01-01,1985-04-27
438393,Nahid,Pero,Senior Engineer,1987-05-05,9999-01-01,1985-03-28
438397,Masanao,Schaap,Senior Staff,1994-05-06,9999-01-01,1985-05-06
438425,Vishu,Schwartzbauer,Senior Staff,1995-12-21,9999-01-01,1985-03-20
438441,Kiyokazu,Mahmud,Senior Engineer,1992-12-15,9999-01-01,1985-12-15
438443,Karsten,Naudin,Technique Leader,1999-05-07,9999-01-01,1985-12-09
438450,Werner,Collavizza,Senior Engineer,1994-02-02,9999-01-01,1985-02-02
438461,Garnet,Kitsuregawa,Senior Engineer,1990-06-26,9999-01-01,1985-06-26
438463,Alois,Hambrick,Senior Staff,1996-03-28,9999-01-01,1985-04-06
438469,Christoper,Jakobus,Senior Engineer,1993-10-21,9999-01-01,1985-10-21
438476,Francesca,Gammage,Senior Engineer,1996-08-21,9999-01-01,1985-08-12
438500,Siamak,Ellozy,Senior Staff,1994-07-18,9999-01-01,1985-06-30
438507,Val,Terwilliger,Senior Staff,1991-12-08,9999-01-01,1985-12-08
438528,Bernt,Lowrie,Engineer,1993-10-11,9999-01-01,1985-04-13
