emp_no,first_name,last_name,title,from_date,to_date,salary
276189,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01,47945
276445,Atilio,Randi,Senior Engineer,1994-07-02,9999-01-01,63137
276472,Hideyuki,Flanders,Senior Engineer,1994-11-10,9999-01-01,49162
276563,Gift,Solares,Senior Staff,1995-08-01,9999-01-01,40000
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01,61613
276922,Yongmin,Sidje,Engineer,1998-06-09,2002-02-20,55626
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,9999-01-01,86493
277362,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01,40000
277420,Rayond,Schach,Senior Engineer,2001-04-21,9999-01-01,40000
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,9999-01-01,40000
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,9999-01-01,40000
277926,Shaunak,Solovay,Senior Staff,1992-12-26,1994-01-13,81094
278239,Boaz,Bottner,Staff,1994-02-06,9999-01-01,40000
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01,42957
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01,40000
278484,Koldo,Peternell,Staff,1992-11-05,1993-04-06,40000
278536,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01,70597
278549,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01,89009
278883,Hidefumi,Saoudi,Engineer,1990-09-15,1996-05-18,42971
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,9999-01-01,40000
279115,Maren,DuCasse,Engineer,1997-11-29,9999-01-01,55885
279280,Niranjan,Debuse,Senior Engineer,2001-09-21,9999-01-01,40000
279384,Hugo,Comte,Senior Staff,1992-06-30,1993-12-05,40000
279791,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01,40000
280029,Vasilii,Verhaegen,Staff,1991-03-25,1991-04-24,60018
280070,Niteen,Ebeling,Senior Staff,1993-03-29,9999-01-01,43684
280291,Lenore,Badache,Staff,1998-11-24,9999-01-01,41617
280411,Hironoby,Farrar,Technique Leader,1987-11-03,1996-11-12,79083
280420,Jahangir,Hofting,Senior Staff,1993-09-28,9999-01-01,80385
280525,Kish,Herbst,Staff,1996-08-18,9999-01-01,100167
280648,Heeju,Lorys,Senior Engineer,1992-12-26,9999-01-01,61217
280836,Ipke,Farrar,Senior Engineer,1991-03-04,1999-12-03,59611
281180,Phillip,Fontet,Staff,1991-09-03,1998-02-07,41593
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,9999-01-01,50023
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01,45215
281834,Fumitake,Marchegay,Assistant Engineer,1991-09-29,1997-06-12,46522
281848,Parke,Staylopatis,Senior Engineer,1999-07-31,9999-01-01,40000
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01,56239
282000,Hideo,Ratnakar,Senior Engineer,1997-06-12,1998-03-20,58482
282191,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01,41448
282333,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01,40000
282343,Xinglin,Haldar,Senior Staff,1993-07-20,9999-01-01,77230
282547,Nahum,Codenie,Engineer,1999-06-14,9999-01-01,40754
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01,43246
282699,Candida,Felcyn,Engineer,1995-08-04,2002-05-25,50975
282862,Chenxi,Pusterhofer,Staff,1996-06-02,2000-07-12,67073
282894,Fay,Bellmore,Senior Engineer,1998-05-03,9999-01-01,53242
283041,Nathalie,Foote,Senior Engineer,1991-07-20,1992-06-20,40000
283138,Cullen,Mikschl,Senior Staff,1990-01-16,1990-03-11,40000
283168,Sanjai,Kopetz,Assistant Engineer,1999-04-19,2000-06-07,61811
284045,Fun,Seiwald,Engineer,1994-06-24,2000-02-15,57634
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01,90644
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,9999-01-01,65037
284561,Duri,Beznosov,Senior Engineer,1988-02-15,9999-01-01,50960
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01,40000
284691,Theron,Ressouche,Senior Engineer,1994-08-17,9999-01-01,40000
284711,Martijn,Azevdeo,Senior Engineer,1988-02-10,9999-01-01,57721
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01,40000
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01,40000
284954,Anneke,Hammerschmidt,Engineer,1996-01-30,9999-01-01,40000
285149,Nahum,Schahn,Senior Engineer,1998-02-17,2000-03-15,43781
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01,91283
285318,Theron,Ravishankar,Senior Engineer,1998-12-27,1999-10-09,43328
285396,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01,66793
285905,Kellyn,Bage,Senior Staff,1994-11-04,9999-01-01,51667
285906,Arnould,Buescher,Engineer,1998-03-26,9999-01-01,49297
286026,Utpal,Zaumen,Senior Staff,1997-02-24,9999-01-01,65537
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01,41827
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,9999-01-01,45618
286452,Behnaam,Bierbaum,Engineer,1999-01-31,9999-01-01,43036
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,40000
286779,Sigeru,Versino,Engineer,1998-08-31,9999-01-01,54400
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01,55706
287323,Steve,Dengi,Staff,1999-09-15,9999-01-01,73295
287327,Youjian,Felder,Senior Staff,2000-07-15,9999-01-01,58866
287334,Elliott,Speer,Engineer,1998-08-08,9999-01-01,47441
287436,Sasan,Deville,Technique Leader,1994-10-11,2001-04-25,40301
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,9999-01-01,63479
287583,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01,47726
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01,48605
287713,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01,46369
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01,51801
287822,Mooi,Perfilyeva,Engineer,1998-05-11,2000-09-04,55732
287983,Randi,Munos,Senior Staff,1990-09-07,9999-01-01,83519
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01,45001
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01,50537
288134,IEEE,VanScheik,Staff,1992-02-11,1993-11-20,40000
288142,Shay,Heystek,Senior Staff,1995-04-01,9999-01-01,67640
288166,Masoud,Asmuth,Staff,1994-09-05,9999-01-01,66034
288560,Yifei,Birjandi,Senior Staff,1999-02-07,9999-01-01,64818
288563,Cristinel,Gerlach,Senior Engineer,2001-01-08,9999-01-01,40000
288606,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01,93892
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01,48607
288848,Vivian,Hennebert,Staff,1991-04-10,1994-06-11,66178
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01,40000
289122,Nikolaus,Akaboshi,Staff,1990-09-20,1995-07-04,40000
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01,52363
289687,Fai,Maccarone,Senior Staff,1993-10-30,9999-01-01,45390
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01,40000
289909,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01,73997
290009,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01,40000
290010,Fox,Lodder,Staff,1988-02-17,1994-01-29,105995
290075,Boalin,Byoun,Senior Staff,1996-09-30,9999-01-01,49861
290284,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01,52459
290441,Gregory,Collavizza,Senior Staff,1993-09-08,9999-01-01,91982
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01,47812
290478,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01,54683
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01,40000
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01,44580
291349,Constantijn,Rusterholz,Staff,1998-08-28,1998-11-13,41067
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,55697
291368,Gita,Rodier,Staff,1990-08-24,1994-04-27,81878
291612,Siamak,Gomatam,Engineer,1998-07-08,9999-01-01,40000
291669,Faiza,Bach,Engineer,1999-09-13,9999-01-01,59691
291755,Ebru,Doering,Assistant Engineer,1994-08-27,2001-04-06,40649
291819,Uriel,Georg,Senior Staff,1999-06-08,1999-06-22,40000
292110,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01,53348
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01,40000
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,9999-01-01,57954
292374,Shridhar,Chvatal,Staff,1989-10-02,1995-08-27,45955
292404,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01,44910
292504,Georgi,Bednarek,Senior Engineer,2002-03-02,9999-01-01,40000
292515,Bernd,Thummel,Engineer,1998-08-03,9999-01-01,40000
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01,40000
292901,Shuky,Journel,Senior Engineer,1993-02-14,1995-04-27,61596
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01,59821
293154,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01,47147
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01,40000
293329,Fumiya,Griswold,Senior Engineer,1994-06-12,9999-01-01,60254
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,9999-01-01,40000
293752,Jungsoon,Bail,Senior Staff,1994-02-18,9999-01-01,60081
294144,Takanari,Ermel,Senior Staff,1999-01-11,9999-01-01,74140
294241,Marl,Fiebach,Senior Staff,2000-07-25,9999-01-01,74077
294446,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01,57740
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01,44245
294527,Ashish,Candan,Senior Staff,1992-02-02,9999-01-01,62362
294652,Hironobu,Brodie,Senior Engineer,1993-09-17,9999-01-01,40000
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,9999-01-01,62854
294857,Caolyn,Ozeri,Senior Engineer,1993-07-29,9999-01-01,76899
294996,Tomoyuki,Vigier,Senior Staff,1991-07-08,2000-03-08,85555
295030,Fun,Keirsey,Senior Staff,1985-07-09,9999-01-01,40000
295236,Kauko,Fujisawa,Senior Engineer,1992-09-12,9999-01-01,40000
295254,Xuejun,Pfau,Senior Staff,1993-07-24,9999-01-01,40000
295255,Jacopo,Bellone,Technique Leader,1988-03-13,9999-01-01,42789
295262,Moon,Pews,Assistant Engineer,1994-08-06,9999-01-01,40000
295268,Eben,Calkin,Senior Staff,2001-12-19,9999-01-01,62556
295278,Val,Barvinok,Senior Engineer,2000-01-02,9999-01-01,51829
295411,Chiranjit,Serot,Staff,1997-04-04,9999-01-01,53572
295476,Shawna,Chiodo,Engineer,1999-01-22,1999-04-05,54776
295857,Kankanahalli,Ciolek,Senior Staff,1998-12-26,9999-01-01,44461
296062,Shaz,Driscoll,Staff,1998-10-03,9999-01-01,55272
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,9999-01-01,55209
296428,Charmane,Simmen,Senior Staff,1997-03-07,9999-01-01,62557
296610,Pranav,Berztiss,Senior Engineer,1990-10-06,1996-09-09,40000
296621,Bokyung,Plump,Technique Leader,1986-07-05,1989-04-27,40000
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,9999-01-01,40000
296687,Palash,Spieker,Senior Staff,1996-05-10,9999-01-01,40000
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,9999-01-01,40000
296962,Wilmer,Luke,Technique Leader,1987-02-13,1999-02-15,40000
297008,Boutros,Awdeh,Staff,1985-11-07,1988-07-11,71265
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,9999-01-01,56647
297243,Tesuya,Mansanne,Senior Staff,1993-10-08,1997-06-01,40000
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,9999-01-01,58600
297474,Irena,Terkki,Staff,1998-03-11,9999-01-01,44241
297804,Vasilis,Ginneken,Engineer,1985-09-13,1990-04-08,57501
297905,Marc,Bahl,Assistant Engineer,1997-06-18,9999-01-01,40000
297954,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,9999-01-01,40000
298339,King,Benzmuller,Senior Engineer,1995-09-04,9999-01-01,40000
298479,Kamakshi,Badache,Staff,1996-06-11,1999-03-11,94749
298577,Florina,Litecky,Senior Staff,1994-12-02,9999-01-01,75632
298953,Zita,Syang,Staff,1998-12-29,9999-01-01,56226
299346,Fumitake,Sichman,Senior Staff,1991-02-21,9999-01-01,40000
299580,Luisa,Itzfeldt,Engineer,1997-01-23,9999-01-01,49708
299718,Denny,Shobatake,Senior Staff,2002-06-22,9999-01-01,40000
299737,Patricio,Itzfeldt,Senior Staff,1994-05-21,9999-01-01,75091
400046,Hilari,Christ,Senior Staff,1991-01-19,9999-01-01,40000
400344,Yishai,Sessa,Engineer,1996-08-21,2000-09-30,47625
400358,Angus,Jullig,Senior Engineer,1997-04-13,9999-01-01,65485
400683,Kamakshi,Manders,Staff,1995-08-05,9999-01-01,65023
400780,Poornachandra,Asser,Engineer,1993-11-07,9999-01-01,40000
400796,Bodo,Halevi,Engineer,1996-05-30,9999-01-01,40000
401154,Danae,Kragelund,Senior Staff,1993-05-19,9999-01-01,40000
401278,Oguz,Schurmann,Engineer,1995-11-11,9999-01-01,62122
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,9999-01-01,40000
401364,Pranay,Kambil,Senior Staff,1999-07-30,2002-04-06,82014
401420,Florian,Uhrig,Senior Staff,1987-01-31,9999-01-01,40000
401574,Yannik,Falco,Technique Leader,1988-01-15,9999-01-01,52475
402025,Shigehito,Duclos,Senior Engineer,1992-09-19,9999-01-01,50425
402102,Kersti,Granlund,Engineer,1995-03-19,9999-01-01,40000
402223,Fai,Breugel,Staff,1995-02-27,1999-10-08,73729
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,9999-01-01,43122
402718,Jeanna,Rettelbach,Senior Engineer,1996-02-14,9999-01-01,58377
402827,Weidon,Pollacia,Senior Staff,1996-02-27,9999-01-01,53483
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01,59167
403237,Muneo,Gunderson,Senior Engineer,1992-12-08,1993-09-19,44003
403455,Marko,Velardi,Senior Engineer,1997-11-22,2001-08-27,40063
403621,Deborah,Kaminger,Senior Staff,1997-06-04,9999-01-01,52532
403644,Krisda,Hainaut,Senior Staff,2000-07-07,9999-01-01,40000
403954,Jeanna,Bratten,Senior Engineer,1997-07-26,9999-01-01,40000
404018,Valery,Babb,Senior Engineer,1998-10-19,9999-01-01,55622
404236,Zengping,Kakkar,Senior Engineer,1996-07-22,9999-01-01,43423
404462,Anestis,Setlzner,Senior Engineer,1991-07-13,9999-01-01,40194
404573,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01,40000
404755,Manu,Junet,Senior Staff,1996-04-19,9999-01-01,55120
404788,Basem,Beausoleil,Engineer,1998-03-16,9999-01-01,50754
404879,Jeanne,Kaminger,Engineer,1987-07-21,1991-04-21,40000
405015,Morris,Fargier,Senior Staff,1996-06-29,9999-01-01,72535
405063,Yechezkel,Yurov,Senior Engineer,1998-11-30,9999-01-01,67423
405372,Masami,Merro,Senior Staff,1996-09-23,1999-08-31,40000
406125,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01,40000
406239,Marek,Tomescu,Senior Engineer,2002-05-15,9999-01-01,40000
406249,Naraig,Snyers,Senior Engineer,1986-12-03,1992-05-19,59211
406299,Kitty,Kolvik,Engineer,1991-10-07,1995-04-29,57332
406537,Martien,Ranum,Senior Engineer,1993-03-15,1999-05-18,40000
406564,Parviz,Picco,Engineer,1995-04-16,9999-01-01,42716
406714,Malu,Ossenbruggen,Senior Staff,1994-11-21,9999-01-01,40000
406847,Alexius,Crouzet,Staff,1999-10-05,9999-01-01,65556
407522,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01,53708
407837,Fei,Erez,Senior Engineer,1991-10-15,9999-01-01,47359
408019,Shridhar,Chleq,Senior Engineer,1996-03-21,9999-01-01,46019
408114,Geoffrey,Ladret,Engineer,1994-01-03,9999-01-01,75323
408163,Irene,Sethi,Senior Engineer,1996-09-06,9999-01-01,67566
408417,Tsz,Daescu,Staff,1994-01-29,9999-01-01,50677
408435,Bikash,Vilarrasa,Staff,1999-03-26,2000-12-29,89802
408437,Uno,Solares,Senior Staff,1999-09-22,9999-01-01,59806
408447,Mayuri,Werthner,Senior Staff,1999-08-19,9999-01-01,65539
408654,Yongqiao,Cochrane,Senior Staff,1991-10-27,9999-01-01,47427
408953,Jolita,Claffy,Senior Engineer,1993-12-24,9999-01-01,40000
409112,Sahrah,Mitchem,Senior Staff,2000-03-27,2002-05-18,56245
409391,Willard,Verspoor,Engineer,1999-02-28,9999-01-01,40675
409712,Etsuo,Andreotta,Senior Engineer,2000-03-28,2000-06-23,49437
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01,55643
409805,Frazer,Candan,Senior Engineer,1999-03-05,9999-01-01,60575
409898,Divier,Ishibashi,Senior Engineer,1994-09-22,9999-01-01,60860
410028,Xiadong,McClurg,Senior Staff,1994-09-17,9999-01-01,40000
410372,Duri,Mitina,Senior Engineer,1995-03-04,9999-01-01,40608
410433,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,9999-01-01,49038
410592,Tonia,Shigei,Staff,1993-03-13,1997-01-12,61978
410616,Gudjon,Kalorkoti,Senior Engineer,1999-04-14,9999-01-01,40000
410703,Kitty,Halloran,Staff,1997-11-20,2002-01-18,88799
410804,Ronnie,Denos,Senior Engineer,1997-06-08,9999-01-01,49617
410881,Koichi,Grabner,Senior Engineer,1990-04-24,9999-01-01,40000
411070,Otmar,Brandsma,Senior Engineer,1992-05-27,9999-01-01,41389
411082,Martine,Cangellaris,Senior Engineer,1998-04-28,9999-01-01,40987
411143,Goncalo,Barbanera,Senior Staff,1996-09-01,9999-01-01,87814
411727,Weiwu,Lamma,Staff,1997-11-05,2000-11-26,86189
411906,Anneli,Pappas,Engineer,1998-07-04,1998-09-19,51122
412315,Geoff,Peck,Staff,1999-01-08,1999-03-26,63072
412404,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,9999-01-01,75569
412757,Leen,Peak,Engineer,1999-11-20,9999-01-01,40000
413098,Hsiangchu,Taubenfeld,Senior Staff,1999-04-17,9999-01-01,45619
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,9999-01-01,82766
413554,Elvia,Schwartzburd,Engineer,1991-10-16,1995-08-25,65793
413666,Remco,Duclos,Senior Staff,1996-04-18,9999-01-01,62764
413729,Harjit,Ernst,Technique Leader,1992-04-26,9999-01-01,40000
413831,Mohamadou,Grabner,Senior Staff,1998-11-25,9999-01-01,40444
413832,Marco,Jahnichen,Senior Staff,1995-03-28,9999-01-01,40000
414027,Tadanori,Msuda,Senior Engineer,1997-11-06,9999-01-01,40000
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,9999-01-01,40000
414461,Somnath,Bierbaum,Senior Staff,1996-12-05,2000-12-22,52506
414543,Bernd,Anick,Senior Engineer,1988-11-19,9999-01-01,68487
414551,Elliott,Copas,Senior Engineer,1999-09-13,9999-01-01,41620
414662,Ipke,Schneeberger,Senior Engineer,1994-09-20,9999-01-01,52170
414714,Chinho,Delgrande,Senior Staff,1996-11-07,9999-01-01,47105
414808,Aris,Sambasivam,Senior Engineer,1993-02-20,1998-05-20,40000
414814,Dayanand,Wielonsky,Staff,1999-02-15,9999-01-01,43223
414897,Juyoung,Willoner,Senior Staff,1994-11-03,9999-01-01,69580
414922,Prasadram,Piazza,Senior Engineer,1992-06-04,1997-11-04,59975
415187,Juyoung,Peltason,Assistant Engineer,1998-09-01,9999-01-01,57432
415234,Ewing,Baak,Engineer,1993-10-05,1993-10-19,52502
415338,Shigeo,Emmart,Assistant Engineer,1995-12-24,9999-01-01,40000
415363,Conal,Shackell,Senior Staff,1993-01-25,9999-01-01,56789
415563,Mrinalini,Bierbaum,Senior Engineer,1994-03-12,9999-01-01,51477
416074,Alain,Lieberherr,Senior Engineer,1996-05-10,9999-01-01,40000
416383,Nectarios,Itschner,Senior Engineer,1996-03-01,9999-01-01,57970
416420,Adamantios,Heemskerk,Senior Staff,1986-08-08,9999-01-01,57583
416455,Laurentiu,Morton,Engineer,1998-12-21,1999-12-23,44583
416492,Kannan,Meriste,Senior Engineer,1992-08-12,9999-01-01,40000
416660,Nathalie,Luke,Senior Engineer,1997-09-15,9999-01-01,40000
416720,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,9999-01-01,50877
416877,Gio,Orsini,Senior Staff,1993-12-07,9999-01-01,82181
416892,Shooichi,Vandervoorde,Engineer,1996-08-16,9999-01-01,55754
417128,Valeska,Rosenbaum,Senior Engineer,1994-05-18,1997-01-13,40000
417435,Bouchung,Zaumen,Senior Staff,1999-01-29,9999-01-01,88979
418239,Josyula,Motley,Senior Engineer,1992-09-05,9999-01-01,65620
418247,Oscar,Oppitz,Senior Staff,2001-06-29,9999-01-01,58604
418298,Arvin,Pusterhofer,Senior Engineer,2002-03-02,9999-01-01,40000
418309,Danel,Petereit,Senior Engineer,1994-02-21,9999-01-01,47095
418380,Kazuhiko,Gornas,Senior Engineer,1993-05-20,9999-01-01,41525
418566,Kazuhide,Snedden,Senior Engineer,1996-06-14,9999-01-01,62954
418606,Michaela,Otillio,Engineer,1994-01-05,9999-01-01,41390
418689,Gino,Uehara,Senior Staff,1988-02-17,1991-04-09,61930
418717,Arunachalam,Magliocco,Senior Staff,1992-12-22,9999-01-01,67967
418860,Ymte,Dalton,Senior Staff,1997-11-22,9999-01-01,51181
419099,Heon,Broomell,Staff,1998-05-06,9999-01-01,96271
419388,Nikolaos,Bamford,Senior Engineer,1991-02-25,1997-09-23,53853
419953,Ung,Orlowski,Senior Staff,1998-07-22,9999-01-01,60803
420086,Susuma,Kitsuregawa,Senior Engineer,1993-05-28,9999-01-01,48457
420476,Mariangiola,Bolsens,Senior Staff,1994-06-15,9999-01-01,40000
420557,Mabhin,Eastman,Senior Staff,1994-08-02,9999-01-01,82355
420599,Hidde,Riexinger,Senior Engineer,1995-11-18,1996-08-20,40000
420681,Atilio,Rajala,Technique Leader,1999-12-01,2001-07-27,47291
420694,Frazer,Barbanera,Senior Staff,1991-11-04,9999-01-01,40000
420732,Willard,Morrin,Senior Staff,2001-05-27,9999-01-01,59288
420759,Raimond,Solovay,Staff,1997-10-03,9999-01-01,55608
420765,Shawna,Krider,Senior Staff,1997-03-09,9999-01-01,78825
420877,Khosrow,Erez,Senior Staff,1996-02-11,9999-01-01,48689
420921,Niranjan,Lamba,Staff,1997-11-16,1998-10-10,69690
421022,Shigeaki,Butner,Senior Staff,1996-07-13,9999-01-01,67327
421033,Garnik,Randt,Senior Staff,1994-12-23,9999-01-01,87795
421039,Aemilian,Zedlitz,Engineer,1988-12-23,1993-07-16,50978
421074,Zhaofang,Falster,Senior Staff,1999-06-29,9999-01-01,72554
421312,Mariangiola,Bashian,Engineer,1999-09-18,9999-01-01,40000
421384,Renny,Bednarek,Senior Staff,1995-06-01,9999-01-01,40000
421755,Shichao,Thiria,Senior Engineer,2001-01-10,9999-01-01,49914
422146,Kenton,Miara,Engineer,1999-05-14,9999-01-01,40000
422263,Abdulah,Remmele,Staff,1992-09-24,1996-07-21,40000
422450,Junichi,Rubsam,Senior Engineer,1988-10-30,1994-03-11,40000
422783,Jagoda,Uhrig,Engineer,1995-09-01,9999-01-01,40000
423038,Takushi,Strehl,Senior Staff,1988-10-04,9999-01-01,60743
423204,Uma,Stranks,Senior Staff,1996-09-12,9999-01-01,64505
423208,Joydip,Krone,Engineer,1995-02-08,9999-01-01,58830
423214,Tsutomu,Tetzlaff,Senior Staff,1993-09-23,9999-01-01,67902
423327,Constantijn,Lichtman,Senior Staff,2001-06-26,9999-01-01,79684
423350,Heping,Monarch,Senior Staff,1993-04-15,9999-01-01,45927
423516,Wojceich,Butterworth,Senior Engineer,1996-08-29,2001-10-05,52784
423633,Mariusz,Tokunaga,Senior Engineer,1985-02-11,9999-01-01,51147
423993,Seshu,Kolvik,Technique Leader,1988-12-09,9999-01-01,40000
424569,Danco,Luff,Engineer,1997-10-30,9999-01-01,67193
424584,Kagan,Dredge,Senior Engineer,2000-02-26,9999-01-01,49152
424685,Changho,Veevers,Senior Staff,1997-03-03,9999-01-01,44053
424714,Nathan,Vendrig,Engineer,1990-08-20,1997-03-22,40000
424797,Theron,Itschner,Senior Staff,1993-05-16,9999-01-01,99526
424805,Jacqueline,Zallocco,Senior Staff,1994-12-17,9999-01-01,81079
424845,Salvador,Peres,Staff,1995-04-24,1996-11-17,51843
424930,Xuejun,Reeker,Senior Staff,1997-11-18,9999-01-01,48452
424984,Vasilis,Waleschkowski,Engineer,1996-05-26,9999-01-01,40000
425437,Moni,Staudhammer,Engineer,1999-03-23,9999-01-01,43287
425535,Alagu,Vieri,Senior Staff,1992-08-22,9999-01-01,80858
425540,Paddy,Zumaque,Senior Staff,1995-11-12,9999-01-01,53256
425757,Yongdong,Jiang,Senior Staff,1990-10-13,9999-01-01,65128
425780,Paris,Range,Senior Staff,1997-10-25,9999-01-01,65037
425830,Guther,Conia,Engineer,1999-02-13,9999-01-01,63504
425875,Jahangir,Kroft,Senior Staff,1995-06-11,9999-01-01,41046
426153,Shahaf,Luce,Senior Staff,1999-04-06,9999-01-01,74658
426168,Kaijung,Mateescu,Senior Staff,1992-11-17,9999-01-01,51634
426228,Supot,Badache,Engineer,1996-08-17,9999-01-01,48175
426235,Danco,Rajala,Senior Staff,1996-03-28,9999-01-01,46445
426611,Serap,Bahi,Engineer,1986-05-15,1990-05-04,40000
426644,Zejun,Broomell,Senior Engineer,2002-01-19,9999-01-01,66298
426683,Xudong,Muntz,Engineer,1991-03-08,1996-04-02,50855
426706,Karsten,Kawashima,Senior Engineer,1999-03-15,9999-01-01,52496
426795,Huican,Lunn,Senior Staff,1991-07-23,9999-01-01,48445
426818,Gaurav,Fendler,Senior Staff,1997-02-14,9999-01-01,40000
426819,Sandeepan,Kulisch,Engineer,1997-05-16,9999-01-01,51809
426824,Gopalakrishnan,Mawatari,Senior Staff,1993-10-29,9999-01-01,58680
426958,Weijing,Viele,Senior Engineer,1993-10-03,9999-01-01,55729
427313,Utpal,Kemmerer,Senior Staff,1991-12-04,9999-01-01,40000
427320,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,9999-01-01,53985
427332,Feiyu,Hemaspaandra,Staff,1995-06-04,9999-01-01,50549
427571,Torsten,Ranta,Senior Engineer,1996-12-10,9999-01-01,55037
427659,Mariusz,Ritcey,Engineer,1987-03-16,1991-07-01,81017
427776,Jaques,Navazio,Senior Staff,1998-04-03,9999-01-01,83358
427805,Haldun,Compeau,Senior Staff,1997-10-15,9999-01-01,66766
427823,Jaques,Gecsei,Staff,1999-07-13,9999-01-01,46107
427852,Adil,Kieras,Senior Engineer,1992-07-20,9999-01-01,48349
428082,Ronghao,Alpin,Senior Staff,2000-09-10,9999-01-01,40000
428160,Jamaludin,Kalorkoti,Senior Staff,2001-07-14,9999-01-01,62732
428195,Hatsukazu,Rosca,Senior Staff,1991-10-13,9999-01-01,63119
428219,Ghassan,Androutsos,Senior Staff,1993-12-25,9999-01-01,84926
428235,Chenyi,Demian,Senior Engineer,1988-06-29,2000-03-18,61797
